,qid,query,generation_gt,retrieval_gt
235,43dc67c6-db1f-4dcb-880f-b3cd9530e427,What hair loss traits in Irish Water Spaniels may change with hormonal shifts?,"['In female Irish Water Spaniels, initial hair loss may occur in relation to the estrous cycle, indicating that hormonal shifts can influence the timing of hair loss.']",[['29a938bb-231f-4fc4-b420-ec71e573f8a8']]
236,277919e5-5b38-47ff-b4d2-254df274863e,"What leads to steroid hepatopathy in dogs, especially with chronic issues like hyperadrenocorticism?","['Steroid hepatopathy in dogs is primarily caused by the excessive administration of glucocorticoids (such as cortison, prednisone, prednisolone, dexamethasone, and triamcinolone) and chronic diseases like hyperadrenocorticism. Other contributing factors include acute reactions or systemic diseases, severe dental disease, inflammatory bowel disease, chronic pancreatitis, systemic tumors like lymphoma, chronic infections of the urinary tract or skin, hypothyroidism, and lipid metabolism disorders.']",[['a7be1a4d-c626-4ba1-a078-c7beba42cb29']]
237,2bf908b8-01c7-444f-9933-c2f7acb558c5,7세 이상 개의 전립선염 증상은?,"['7세 이상의 개에서 전립선염의 증상으로는 전신적 증상과 국소적 증상이 나타날 수 있으며, 급성 전립선염은 종종 전신적 증상을 보이고, 만성 전립선염에서는 전립샘이 대개 재발된 요도감염 시 단단하고 주름진 증상을 나타낸다. 또한, 농양형성은 간헐적인 임상증상으로 보일 수 있다.']",[['8689f3dd-0e5a-4496-b41e-2fc9043c3fb3']]
238,ad2a0466-aa9b-4ac0-8b53-4b288240ac2c,What diagnostics are used for 홍반천포창 in pets with early symptoms?,"['진단은 직접 그리고 간접적인 면역형광법 시험, 항핵항체실험, 조직병리학, 직접 도말법으로 함.']",[['6598d3dc-f278-42b9-872e-163809fd1300']]
239,4452bf53-6378-4c04-a470-507f7bbe10a5,What symptoms and transmission of Cryptosporidiosis in animals should we know for a shelter outbreak?,"['Symptoms of Cryptosporidiosis in animals include primarily mild diarrhea, but more severe symptoms can occur, especially in 1-month-old ruminants. It is noted as a cause of diarrhea in cats, dogs, and foals. The disease is transmitted through feces, so maintaining cleanliness is the best prevention against infection.']",[['048596f1-6b45-4be7-973c-a063c81aa7ba']]
240,fc9077a1-3839-470b-aa3a-5aae7ff9380b,What pathogens are often associated with cat uveitis and systemic diseases?,"['The pathogens often associated with cat uveitis and systemic diseases include Toxoplasmosis, Feline Infectious Peritonitis, Feline Leukemia Virus, Feline Immunodeficiency Virus, Cryptococcosis, and Histoplasmosis.']",[['a9b318fe-ad45-42f6-86c9-bd399b386ed4']]
241,0ae14bcc-7735-4aff-9e0e-762a3d7b8cb1,What’s the role of Malassezia pachydermatis in chronic otitis with other pathogens?,['Malassezia pachydermatis is often involved in complex infections or can be a sole pathogen in chronic otitis.'],[['1ec8c3bd-d135-4c87-ae3d-f2a7a7c34f27']]
242,07198ce1-b5dd-4af3-9991-964e495edfa1,What effect does HEPATOZOOAN CANIS have on dogs eating infected meat?,['nan'],[['b89ae919-42f8-4709-9cfe-ea40f7706755']]
243,31b99f45-7968-4103-b97b-1614344ce010,"What dx methods are used for pleural empyema in dogs, especially if surgery is needed?","['The context mentions that diagnosis for pleural empyema can be aided by X-ray imaging, and surgical biopsy may be necessary for definitive diagnosis.']",[['90abeb1f-22d7-4ef9-a594-ec42b5bc8866']]
244,3827bcd0-2853-48f9-93f4-71a1a2c3a963,How does Pentatrichomonas hominis affect diarrhea in Pixie-Bob cats?,['nan'],[['951df125-caa7-4457-9789-c2f519da14d9']]
245,fc470ded-dd2d-474b-8731-79f0952624da,What symptoms might progress in Cavalier King Charles Spaniels with untreated myotonic myopathy?,"['The symptoms that might progress in Cavalier King Charles Spaniels with untreated myotonic myopathy include difficulty in eating and drinking, as well as the observation of muscle atrophy and indentation of the tongue muscles after stimulation. These symptoms indicate a progressive nature of the condition.']",[['599474f0-8e00-4916-8d74-3b6395d50e6c']]
246,6f200c1a-1aaa-4f21-873d-36504971f8b4,"융모위축으로 인한 소화불량 시, 어떤 다른 소화기 증상이 있을까?","['융모위축으로 인한 소화불량 시, 다른 소화기 증상으로는 장내 세균의 과도한 성장과 십이지장궤양이 있을 수 있다.']",[['ba7189f9-f1e3-42c5-b27c-a32cc51857df']]
247,2453afee-1342-4a38-b6b4-fb376482d809,"What signs of Dysfibrinogenemia in borzois with abnormal APTT, PT, and TCT might be seen?",['nan'],[['4c3e8ee0-eb49-446f-95c6-1094903f0488']]
248,f1055b9a-bf35-4546-ac94-605778e74846,What tests confirm short colon in pets with inflammation symptoms?,"['The context mentions that while colonoscopy is useful for diagnosing short colon, radiographic examination is definitive for confirmation.']",[['6c042cd6-c2e8-41ca-825d-0aae42fd126a']]
249,204c6047-2ba9-4b4e-925c-eb807d508595,What parts of daffodils are toxic to dogs and cats?,['nan'],[['23cf91e9-89cd-4432-863e-d7bf75192bcb']]
250,3a2766a5-3f11-4dbf-bd0b-3744ebd48f3a,"What influences 비정형 마이코박테리아 육아종 in cats, and how do skin lesions affect diagnosis?","['비정형 마이코박테리아 육아종은 다양한 비결핵성 (비정형) 마이코박테리아에 의해 유발되며, 고양이에서 감염은 보통 상처가 오염되어 발생한다. 피부 병변은 머리, 목, 그리고 다리에서 가장 흔하며, 이러한 병변은 항생제 치료에 반응하지 않는 결절, 궤양, 농양 또는 배출관을 포함할 수 있다. 진단은 동물의 이력, 조사, 직접적 도말, 생검 및 배양을 통해 이루어진다.']",[['a1a3253b-5e5c-493d-af74-f5602ee06864']]
251,6b4eb31f-2cb8-4d64-85a1-29040e038a50,What condition in cats is linked to alpha-mannosidosis and genetics?,['nan'],[['ef13de87-5aba-4cf1-aa1e-ae3c7f90842d']]
252,b1cc5d60-442e-42cb-a81a-d137e02c9c20,"What leads to 요관낭종 in dogs, and how does it present with urinary incontinence?","['The context does not provide specific information on what leads to 요관낭종 (ureteroceles) in dogs. However, it mentions that the condition involves the cystic expansion of the submucosal part of the distal ureter, which can present with urinary incontinence, particularly in cases of incomplete double ureters that may lead to intermittent urinary leakage in dogs.']",[['a04ece28-2170-4a5a-a40d-2613d32f764e']]
253,5ff5c0bf-e568-4673-a230-4951d38df9f3,중간나이 개의 연조직 골육종은 주로 어디서 발견되며 고양이와의 차이는?,"['중간나이 개의 연조직 골육종은 대퇴골 연접부와 요골과 척골 원위부, 경골과 비골의 근위부와 원위부 끝, 갈비연골 관절에서 주로 발견된다. 고양이에서도 발생하지만 개보다 덜 일반적이다.']",[['939fbab8-6b78-4b34-83c1-deb1bd25e206']]
254,22866789-f95e-4498-911a-e05993086466,"What causes 피부진균증 in pets, especially if antibiotics don't work?","['피부진균증(Dermatophytosis) in pets is caused by fungi such as Microsporum canis, gypseum, and Trichophyton mentagrophytes. The context does not mention antibiotics or their effectiveness against this disease.']",[['593fddb2-e07d-49b1-a08d-b0d6ac4bcd12']]
255,5c00164b-a8e1-4433-b745-5b8fd433ec56,How does radiology help diagnose hydrometra in animals with neuro symptoms?,['nan'],"[['197018a5-92fa-4c6f-8882-b6e02fd754f9', '197018a5-92fa-4c6f-8882-b6e02fd754f9']]"
256,c15377b6-9b0c-4ca2-a6bf-96ad63e54f18,How does 외인성 프로게스테론 affect growth hormone release in somatotroph hyperplasia?,['nan'],[['46b9d4f9-38af-4e09-b1db-a7dff888cdb4']]
257,70f49172-de8f-4520-af11-4950d8f8a1f1,What are the effects of early vs. late diagnosis of congenital segmental hemiatrophy in dogs?,['nan'],[['68fe4b41-5377-4827-91c6-809b63d1ed8c']]
258,95988c50-571b-41d5-a2ad-9b416510fb3c,What causes intertrigo in skin-fold breeds?,"['Intertrigo in skin-fold breeds is caused by a combination of moisture from the respiratory area, insufficient gland secretions, friction, and small wounds, which create an environment conducive to bacterial growth.']",[['489be550-b9e6-4f68-bf20-65e99ff6c119']]
259,61dce69e-daa3-4b5c-8fcd-6cea8d9385e2,What allergens could trigger feline bronchopulmonary disease?,['nan'],"[['a0364a52-6f6f-4ad0-a25d-7fd002e873d7', 'a0364a52-6f6f-4ad0-a25d-7fd002e873d7']]"
260,f1ef2ebc-730b-440e-a04d-cbd5ecd83270,What signs suggest persistent hyperplastic primary vitreous in certain dog breeds?,['The signs that suggest persistent hyperplastic primary vitreous in certain dog breeds include the presence of a white pupil (백색동공) and/or fibrous vascular pigmentation behind the lens (수정체의 뒤쪽에 섬유혈관 색소침착).'],[['20051c19-5094-4421-ac6d-f7d4683eba03']]
261,2a656b39-d9da-46e3-a7ab-3997a5ab6864,"니콜스키 증상은 어떤 자가면역 질환과 관련이 있으며, 동물 피부에 미치는 영향은?","['니콜스키 증상은 증식성 천포창(Pemphigus vegetans)과 심상 천포창(Pemphigus vulgaris)과 관련이 있으며, 이 자가면역 질환은 개와 고양이의 피부에 수포성, 미란성, 궤양성 병변을 유발합니다.']",[['6782cd20-8b0e-4c7c-9dde-daa41f443a9a']]
262,de3c7ded-6ce7-4e87-aebc-aa53636b855d,How does 국소성 항염증약 help with eosinophilic chronic conjunctivitis?,"['국소성 항염증약은 중증이거나 만성의 결막염에 효과적인 치료제로 사용되며, 호산구성 각막염과는 다르게 각막 병변이 아예 없거나 약하게 나타나는 결막염에 도움이 된다.']",[['ef8b5f6d-55fd-4636-9730-b4456804bb8a']]
263,7523df38-241e-4781-8856-45a2c714d3a3,What affects diagnosing Dalmatian bronzing syndrome in dogs with skin issues?,['nan'],[['23cf91e9-89cd-4432-863e-d7bf75192bcb']]
264,561167cf-a054-4518-a6a1-a59394941b69,What FIV symptoms in cats may show with secondary infections?,['nan'],[['df201c0d-b37c-410a-8500-25a451e03cf6']]
265,653eab4a-ac83-4a68-97a5-5a74ca02701d,"What signs and tests indicate capillaria infections in dogs and cats, particularly with vague symptoms?","['Capillaria infections in dogs and cats are indicated by vague clinical symptoms, and diagnosis is often made incidentally through urine tests or exploratory laparotomy, where the presence of the parasites can be detected.']",[['e97bbc95-786e-45ab-beb2-e82a7e70f266']]
266,4c0b6e8b-96e7-479f-a365-00a6f6730c6e,What are the signs and tests for chronic oropharyngeal obstructions in pets?,['nan'],[['0cdb335d-4e3f-47f0-a6b7-9b5ffb2e9828']]
267,40a82eef-9a59-4ebc-8f65-c13cdef7658b,"What causes intertrigo in moist, friction-prone dogs and cats?","['Intertrigo in dogs and cats is caused by a combination of moisture from respiratory secretions and insufficient glandular secretions, which create an environment conducive to bacterial growth, along with friction and minor abrasions on the skin.']","[['febcf683-42ef-4dff-88a4-ddf7f761dc45', '489be550-b9e6-4f68-bf20-65e99ff6c119']]"
268,f2498f87-a648-4659-9531-daa2c1c7020b,What fungal infections could cause nasal discharge in pets?,"['The fungal infections that could cause nasal discharge in pets include ASPERGILLUS, which is most commonly found in dogs, as well as PENICILLIUM and RHINOSPORIDIUM in dogs, CRYPTOCOCCUS in both dogs and cats, and ALTERNARIA and PYTHIUM in cats.']",[['d3ce46ea-2bb0-47d9-bf35-8543236a489a']]
269,0384aaca-2c37-4363-a86d-de0da0cdd312,What are the VSD diagnostic methods for dogs and cats with a genetic predisposition?,['nan'],[['2dc033f7-9abe-4320-868c-ec2e18bcc163']]
270,b006f2ab-4f61-452e-9a2e-d5e54d15f27c,What health issue in cats relates to lying down and congenital urethral sphincter incompetence?,"['The health issue in cats that relates to lying down and congenital urethral sphincter incompetence is significant urinary incontinence, which is more severe when the cat is lying down or sleeping.']",[['e119d792-aa3b-4724-b4c2-44fbf8d8d0dc']]
271,f6d17750-6fb8-47d9-8624-0affbadd40b4,"What tumor types could occur in older dogs and cats' aortic bodies, given breed predispositions?",['nan'],[['0898674d-cf65-476c-8622-aad1d79648aa']]
272,4eb9cd3c-3077-47a1-96a5-d46570eff5a4,What symptom could suggest canine hypertrophic cardiomyopathy if a dog collapses while exercising?,['nan'],[['6785fc77-410f-42af-acf6-c2cfee29d4bf']]
273,90f158e8-5c2f-4073-a04c-39e177cca0d0,What influences diagnosing 오제스키병 in cats with neuro symptoms?,"['The diagnosis of 오제스키병 (Pseudorabies) in cats with neurological symptoms is influenced by the confirmation of the virus. Although there have been no reported cases in cats in the United States, the presence of severe pruritus (itchiness) can be considered a symptom.']",[['49a588af-d9ae-4536-8baa-db458620b7c5']]
274,a1501b07-c544-4afe-bbd2-4022707443bd,What dysphagia symptoms in dogs might worsen untreated?,"['The major clinical symptoms of persistent right aortic arch in dogs include dysphagia, which often leads to secondary aspiration pneumonia. Although clinical symptoms generally appear after weaning, they can progress as the dog ages if left untreated.']",[['2f768c69-060d-465d-a0b9-2314e4889d92']]
275,60fa7bd0-61eb-490c-892a-92503f928523,What genetic traits link alpha-mannosidosis in Persians vs. other breeds?,['nan'],[['c66e77d3-b219-4db5-98e8-da996d5d87e0']]
276,f5d14b35-19cc-493d-9f6f-19fce66c8595,Which cell types are key for diagnosing Gaucher's in animals with neuro symptoms?,"[""The key cell types for diagnosing Gaucher's disease in animals with neuro symptoms are brain cells and liver cells, as the deficiency of the enzyme glucocerebrosidase leads to the accumulation of glucocerebroside in these cells.""]",[['ffe0f055-d4af-46d3-ae21-f776e22e3085']]
277,9b08b1b7-f82a-4058-8a3f-39b72d1edaf9,What bacterial infections could lead to ulcerative keratitis in pets with mechanical irritation?,"['The bacterial infections that could lead to ulcerative keratitis in pets with mechanical irritation include STAPHYLOCOCCUS, STREPTOCOCCUS, PROTEUS, E. COLI, and PSEUDOMONAS.']",[['350ab653-8656-4752-b71e-9ee4a04ca115']]
278,4bccc09b-8eac-435d-b444-d810d30fe4a7,What diagnostics are used for transient canine esophageal dysfunction with symptoms?,['Transient canine esophageal dysfunction is diagnosed through clinical symptoms or radiology.'],[['316eb51c-6dd8-4a38-ba3b-743078d91960']]
279,f939d2a1-94d2-4c3e-987a-face6f8a8e15,What genetic traits influence primary ciliary dyskinesia in dogs and cats?,['Primary ciliary dyskinesia in dogs and cats is influenced by a genetic trait that is an autosomal recessive inheritance pattern.'],[['c658eb57-9505-4c76-bad8-6e5ed065826b']]
280,80b51e5c-a764-43c5-a1af-b335dfb83062,푸들 강아지의 다소뇌회증에서 어떤 조직학적 변화가 있을까?,"['다소뇌회증에서 조직학적으로 구별되는 변화는 간, 심근과 강아지의 신경에서 나타나며, 대뇌피질안의 작고 많은 소뇌의 존재가 포함된다.']",[['9a3e26ac-4db5-46a2-8ca4-60b1ff0005f1']]
281,ae5cb173-98da-4c74-b86b-683be525c885,"중간나이 개의 연조직 골육종은 주로 어디서 발생하며, 고양이와의 차이는?","['중간나이와 늙고 크게 자라는 개에서 연조직 골육종은 대퇴골 연접부와 요골과 척골 원위부, 경골과 비골의 근위부와 원위부 끝, 갈비연골 관절에서 주로 발생한다. 고양이에서도 발생하지만 개보다 덜 일반적이다.']",[['939fbab8-6b78-4b34-83c1-deb1bd25e206']]
282,33026a7e-b9de-4c86-9eea-5afb4ff2f399,What is congenital coloboma's effect on animal eyelid formation during fetal development?,"['Congenital coloboma results in the absence of layers that form the eyelids, leading to a complete or partial defect in eyelid formation. This condition manifests as a depression in the eyelid and primarily affects the upper eyelid in cats and the eyelid margins in foals, typically occurring bilaterally.']",[['ea335762-da27-4cdc-876e-fce52d110c2b']]
283,6334a1e6-6a96-4eee-b3bd-3d3603cb98d8,What symptoms of 소포 결막염 could dogs or cats show from chronic irritants?,"['소포 결막염은 안구와 눈꺼풀결막에 림프과형성으로 육안적으로 보이는 큰 소포가 나타나며, 보통 양측성이지만 단측성으로도 나타날 수 있습니다. 이는 만성 염증에 대한 비특이적 반응으로, 병력, 임상증상, 실험을 통해 진단됩니다.']",[['d8055e8d-0c68-41b2-a117-c8faabbfa6e5']]
284,b6dbccb8-04b7-4e3b-a497-ce8cd5ea66bc,"What signs suggest pneumoperitoneum in pets, often confused with tumors?",['nan'],[['2d10e919-c4a1-427b-9594-3e12917eab74']]
285,b2005c13-26c7-4a45-a724-48a6ec517c90,What are the effects of gracilis rupture on greyhound racing and recovery?,['nan'],[['cb529a5e-059a-4353-99ec-f4ced8092a2f']]
286,fe691476-0fce-42aa-9f03-beeddcf800ce,"How does microphthalmia vary across animal species, especially genetically?",['nan'],[['c59190ed-7ceb-441a-aa31-ea0d9995fe46']]
287,66b77c33-67b8-4456-aa9f-d28c66fde5f8,What impact could low progesterone have on dogs and cats with lung tumors?,['nan'],[['731ca32e-5bd1-4f4e-a236-64b8b23541fb']]
288,9fd8595c-dd50-4a84-8264-31bb1ab9d3d0,What might happen to dogs and cats exposed to contaminated food?,['nan'],[['a7be1a4d-c626-4ba1-a078-c7beba42cb29']]
289,074b9c7f-fb19-49df-baad-145c90be5d8c,기포골막염 악화 시 어떤 구강 검사와 X선 촬영이 필요한가요?,['nan'],[['d9a6b00e-fa6a-4930-b2ed-bee68272ae27']]
290,331a5e25-aac7-40c9-a9ba-d3da74841257,"What causes hip luxation in dogs and cats, especially with trauma or weak joints?","['Hip luxation in dogs and cats is most commonly caused by trauma, which can lead to dislocation. Additionally, weak joints can make animals more susceptible to hip luxation.']",[['3a91f259-ff86-4d10-bd5a-4d980165d7b5']]
291,a40a9138-30b8-4328-9531-473236127c28,What signs of Klippel-Trenaunay in a border collie if caught early?,['nan'],[['354569a2-c0b6-4a35-ac0f-a79b480d5fc1']]
292,cb9a1bd7-e8ff-4c60-866a-971906f69c36,What are the symptoms and inheritance of Hemophilia B in carrier dogs and cats?,"['The clinical symptoms of Factor IX deficiency (Hemophilia B) in dogs and cats are often severe and can be life-threatening. The condition is inherited in an X-linked recessive manner, meaning that males are almost completely affected while females are carriers.']",[['1faf46fb-3ee5-44f8-853d-5d98811663b4']]
293,ba9697e5-266f-4682-b97c-44b15d3eac22,"What is hypomyelinogenesis, and how does it affect Springer Spaniel pups if symptoms show in the first two weeks?","['Hypomyelinogenesis is a condition observed in Springer Spaniel puppies characterized by a congenital tremor that appears between 10 to 12 days of age. It affects the central nervous system, leading to a deficiency of myelin, which is crucial for proper nerve function. The tremors may disappear during rest or sleep but increase during excitement. In some cases, affected female puppies may show mild symptoms that resolve around one month of age.']",[['6c042cd6-c2e8-41ca-825d-0aae42fd126a']]
294,e92d022e-338c-42d9-9278-ce96afe4fe2d,"What diseases could dogs face from environment, diet, or breed?",['nan'],"[['693f08ef-7902-4c40-ac10-8d015f6b20e5', '693f08ef-7902-4c40-ac10-8d015f6b20e5']]"
295,a97edcfc-ccf2-449e-a0f7-9d762827372c,How does Dermatobia affect infection severity in pets in summer and fall?,['nan'],[['0822a56a-cb1b-413f-820b-b6ea11f95223']]
296,0a087ae3-a2ff-4569-967d-5420a2fe2eab,What traits and causes of squamous cell carcinoma in animals could arise from sun exposure?,"['Squamous cell carcinoma in animals, particularly in the ear, can arise from long-term sun exposure, which is identified as an important factor contributing to the disease.']",[['1f87b941-f3e6-4d05-a621-6ec48c95eaa7']]
297,53971d19-9f3f-4cf4-a9fa-4456cb217bbb,What are effective diagnostics for canine colorectal diverticulum with GI issues?,['nan'],[['5e42c92a-65bf-45b9-8fd0-cb204c952440']]
298,e9f75035-8a76-4ba8-8f52-316c9c5c4e06,What symptoms of Feline chronic progressive polyarthritis might male cats (1.5-4.5 yrs) show during acute episodes?,"['During acute episodes, male cats (1.5-4.5 years) with Feline chronic progressive polyarthritis might show sudden severe joint pain and sometimes fever.']",[['23b34356-9ac9-4a47-b982-7fc04c67c011']]
299,79d578fc-d87e-4b9a-bfd8-eda46832764a,What factors could worsen fear and phobias in animals in stress?,"['Factors that could worsen fear and phobias in animals under stress include painful or distressing environments, which can increase anxiety and lead to the development of fear or phobias. Additionally, conditions such as aging, secondary neurological changes, anatomical issues, infections (like central nervous system viral infections), and toxicities (such as lead poisoning) can cause behavioral abnormalities through primary or secondary neurochemical responses.']",[['0d6d9bab-949c-4d45-8afb-12f063438bec']]
